"",".variable","DMU","Year","Age","Sex","a","k","s","i",".value",".lower",".upper",".width",".point",".interval"
"1072","HS","W1",2016,"F","M",1,12,2,8,0.919537682886362,0.885286578000805,0.979236669133863,0.9,"median","qi"
"1073","N","W1",2016,"F","M",1,12,2,8,22260.5305833002,16421.2746537438,31866.8518941045,0.9,"median","qi"
"1074","NS","W1",2016,"F","M",1,12,2,8,0.747148788594503,0.504392294406575,0.992973803389338,0.9,"median","qi"
"1075","Report","W1",2016,"F","M",1,12,2,8,0.0933526554385373,0.0505227756571234,0.316048852314109,0.9,"median","qi"
"1076","Hest","W2",2016,"F","M",1,12,2,9,733.954519284658,482.239374219314,1389.33364671867,0.9,"median","qi"
"1077","HS","W2",2016,"F","M",1,12,2,9,0.96962246406802,0.957124978358588,0.979334138346952,0.9,"median","qi"
"1078","N","W2",2016,"F","M",1,12,2,9,22678.2944585385,18772.3954767272,41667.5126913708,0.9,"median","qi"
"1079","NS","W2",2016,"F","M",1,12,2,9,0.865100833777385,0.708770466795723,0.990212968454302,0.9,"median","qi"
"1080","Report","W2",2016,"F","M",1,12,2,9,0.231783014943311,0.0982208807291747,0.453402244272927,0.9,"median","qi"
"1081","Hest","E1",2017,"F","F",1,13,1,1,782.056063421667,670.821045125991,1318.83240532731,0.9,"median","qi"
"1082","HS","E1",2017,"F","F",1,13,1,1,0.957835128841053,0.930536639892323,0.971581148887202,0.9,"median","qi"
"1083","N","E1",2017,"F","F",1,13,1,1,19370.7629606989,16408.4215658213,25646.5117115457,0.9,"median","qi"
"1084","NS","E1",2017,"F","F",1,13,1,1,0.957052216161591,0.862041914635324,0.983708270579007,0.9,"median","qi"
"1085","Report","E1",2017,"F","F",1,13,1,1,0.942256109191574,0.569487132490129,0.982177545400828,0.9,"median","qi"
"1086","Hest","E2",2017,"F","F",1,13,1,2,649.198562011322,534.032676097141,885.731147738042,0.9,"median","qi"
"1087","HS","E2",2017,"F","F",1,13,1,2,0.968985472579176,0.961780594941524,0.977034994894799,0.9,"median","qi"
"1088","N","E2",2017,"F","F",1,13,1,2,19629.5293457204,17622.0569727737,30964.2157723683,0.9,"median","qi"
"1089","NS","E2",2017,"F","F",1,13,1,2,0.938108729638931,0.7604446502934,0.977604779972487,0.9,"median","qi"
"1090","Report","E2",2017,"F","F",1,13,1,2,0.808669475190469,0.520361187506384,0.93209896654153,0.9,"median","qi"
"1091","Hest","E3",2017,"F","F",1,13,1,3,1332.28051277976,1036.13534635492,2013.30106048481,0.9,"median","qi"
"1092","HS","E3",2017,"F","F",1,13,1,3,0.945350822376401,0.916725349384475,0.964189672466535,0.9,"median","qi"
"1093","N","E3",2017,"F","F",1,13,1,3,28430.7002809927,16076.4475591502,35191.8628492988,0.9,"median","qi"
"1094","NS","E3",2017,"F","F",1,13,1,3,0.862186605207693,0.770303127630446,0.967538749987808,0.9,"median","qi"
"1095","Report","E3",2017,"F","F",1,13,1,3,0.719611877286336,0.429038296111507,0.882454790032602,0.9,"median","qi"
"1096","Hest","M1",2017,"F","F",1,13,1,4,2111.891029597,1515.20936264737,3176.80764897415,0.9,"median","qi"
"1097","HS","M1",2017,"F","F",1,13,1,4,0.954443655102098,0.933839718275324,0.967836323536686,0.9,"median","qi"
"1098","N","M1",2017,"F","F",1,13,1,4,37737.813167532,30885.1514064713,85378.676394099,0.9,"median","qi"
"1099","NS","M1",2017,"F","F",1,13,1,4,0.762423877845048,0.612587054862973,0.902630405027755,0.9,"median","qi"
"1100","Report","M1",2017,"F","F",1,13,1,4,0.908893098698493,0.651885286276183,0.988780128384213,0.9,"median","qi"
"1101","Hest","M2",2017,"F","F",1,13,1,5,1356.42635079175,1168.36749830648,1591.89337396047,0.9,"median","qi"
"1102","HS","M2",2017,"F","F",1,13,1,5,0.969702932085349,0.957802247384584,0.977561760310392,0.9,"median","qi"
"1103","N","M2",2017,"F","F",1,13,1,5,44768.4121998421,33234.8064286358,60362.6592985569,0.9,"median","qi"
"1104","NS","M2",2017,"F","F",1,13,1,5,0.813964580166753,0.643422967711158,0.920325694532335,0.9,"median","qi"
"1105","Report","M2",2017,"F","F",1,13,1,5,0.868369147276445,0.756872101131126,0.950562272877571,0.9,"median","qi"
"1106","Hest","M3",2017,"F","F",1,13,1,6,1325.5100617035,963.395605362828,4644.15301679549,0.9,"median","qi"
"1107","HS","M3",2017,"F","F",1,13,1,6,0.957082928641372,0.791223789442111,0.96761539332062,0.9,"median","qi"
"1108","N","M3",2017,"F","F",1,13,1,6,29035.6871480967,20240.3313129829,33457.0112827957,0.9,"median","qi"
"1109","NS","M3",2017,"F","F",1,13,1,6,0.946559052808306,0.830730844360765,0.9796949535114,0.9,"median","qi"
"1110","Report","M3",2017,"F","F",1,13,1,6,0.907867003551542,0.240804123080058,0.986916315753163,0.9,"median","qi"
"1111","Hest","M4",2017,"F","F",1,13,1,7,1310.30228357422,1065.21801239073,1648.69824518812,0.9,"median","qi"
"1112","HS","M4",2017,"F","F",1,13,1,7,0.9560317368594,0.944327579456129,0.967934985193007,0.9,"median","qi"
"1113","N","M4",2017,"F","F",1,13,1,7,27891.713879641,21912.5275139962,43533.0619673057,0.9,"median","qi"
"1114","NS","M4",2017,"F","F",1,13,1,7,0.900110924983917,0.788277442365722,0.961127492000854,0.9,"median","qi"
"1115","Report","M4",2017,"F","F",1,13,1,7,0.858811075616673,0.634329164886481,0.943139326884223,0.9,"median","qi"
"1116","Hest","W1",2017,"F","F",1,13,1,8,2011.16348582849,1067.13788447812,2653.97560983497,0.9,"median","qi"
"1117","HS","W1",2017,"F","F",1,13,1,8,0.917760369782084,0.888446063219502,0.955649149926133,0.9,"median","qi"
"1118","N","W1",2017,"F","F",1,13,1,8,24000.5240034001,20661.039126416,26554.1644728375,0.9,"median","qi"
"1119","NS","W1",2017,"F","F",1,13,1,8,0.910988765024327,0.845963329690445,0.969881717712938,0.9,"median","qi"
"1120","Report","W1",2017,"F","F",1,13,1,8,0.760447578524132,0.522152197413138,0.978264423916869,0.9,"median","qi"
"1121","Hest","W2",2017,"F","F",1,13,1,9,1018.5022075543,817.56567340687,1482.34414976062,0.9,"median","qi"
"1122","HS","W2",2017,"F","F",1,13,1,9,0.963537177950385,0.941870656247901,0.971943846341921,0.9,"median","qi"
"1123","N","W2",2017,"F","F",1,13,1,9,27141.036710367,17379.5020753436,43037.6182343557,0.9,"median","qi"
"1124","NS","W2",2017,"F","F",1,13,1,9,0.940388168774285,0.899518527396181,0.974251000431536,0.9,"median","qi"
"1125","Report","W2",2017,"F","F",1,13,1,9,0.870885058919373,0.763677561106579,0.949604074812271,0.9,"median","qi"
"1126","Hest","E1",2017,"F","M",1,13,2,1,623.593924014826,490.271851953895,945.504616651538,0.9,"median","qi"
"1127","HS","E1",2017,"F","M",1,13,2,1,0.968683613698127,0.950400904230522,0.977320184134822,0.9,"median","qi"
"1128","N","E1",2017,"F","M",1,13,2,1,19445.5270455927,16407.9644233406,25643.1883574646,0.9,"median","qi"
"1129","NS","E1",2017,"F","M",1,13,2,1,0.946154880139326,0.627198386481372,0.981269263708717,0.9,"median","qi"
"1130","Report","E1",2017,"F","M",1,13,2,1,0.790719414077047,0.487567384400265,0.944052488730064,0.9,"median","qi"
"1131","Hest","E2",2017,"F","M",1,13,2,2,480.356107674263,380.92657187842,722.628236196828,0.9,"median","qi"
"1132","HS","E2",2017,"F","M",1,13,2,2,0.977010735347249,0.971666306703392,0.981837437682735,0.9,"median","qi"
"1133","N","E2",2017,"F","M",1,13,2,2,19743.7595988244,17673.8439352993,30968.8765165223,0.9,"median","qi"
"1134","NS","E2",2017,"F","M",1,13,2,2,0.860870310115297,0.78134982401478,0.959267291971752,0.9,"median","qi"
"1135","Report","E2",2017,"F","M",1,13,2,2,0.62062877079513,0.314964235987171,0.812646418143933,0.9,"median","qi"
"1136","Hest","E3",2017,"F","M",1,13,2,3,982.360677140652,742.440085404174,1653.16870940521,0.9,"median","qi"
"1137","HS","E3",2017,"F","M",1,13,2,3,0.955258390620775,0.93769968585546,0.974281693007994,0.9,"median","qi"
"1138","N","E3",2017,"F","M",1,13,2,3,28412.3575396499,16035.4729734914,35182.4116053801,0.9,"median","qi"
"1139","NS","E3",2017,"F","M",1,13,2,3,0.883180825840948,0.482817136229904,0.945306005843948,0.9,"median","qi"
"1140","Report","E3",2017,"F","M",1,13,2,3,0.663240383696634,0.366707531301206,0.937904422952796,0.9,"median","qi"
"1141","Hest","M1",2017,"F","M",1,13,2,4,1699.01953033672,1061.35911672857,2302.05104929547,0.9,"median","qi"
"1142","HS","M1",2017,"F","M",1,13,2,4,0.966018739778947,0.944159633399959,0.97751611369858,0.9,"median","qi"
"1143","N","M1",2017,"F","M",1,13,2,4,37559.317991504,30759.0621476807,85221.7744835342,0.9,"median","qi"
"1144","NS","M1",2017,"F","M",1,13,2,4,0.748162915363231,0.299777891175169,0.889182815375775,0.9,"median","qi"
"1145","Report","M1",2017,"F","M",1,13,2,4,0.390134341179824,0.242268128695669,0.68412930925212,0.9,"median","qi"
"1146","Hest","M2",2017,"F","M",1,13,2,5,1016.30239892823,857.421348283454,1244.32875181191,0.9,"median","qi"
"1147","HS","M2",2017,"F","M",1,13,2,5,0.977655760038343,0.964565702269319,0.984260562112931,0.9,"median","qi"
"1148","N","M2",2017,"F","M",1,13,2,5,44868.4447183393,33308.6236327132,60337.1738596808,0.9,"median","qi"
"1149","NS","M2",2017,"F","M",1,13,2,5,0.753548666218011,0.5025763836285,0.86496408950177,0.9,"median","qi"
"1150","Report","M2",2017,"F","M",1,13,2,5,0.646543449373616,0.482253095491009,0.841604626597635,0.9,"median","qi"
"1151","Hest","M3",2017,"F","M",1,13,2,6,1082.59667003837,683.484570974783,3424.77016221727,0.9,"median","qi"
"1152","HS","M3",2017,"F","M",1,13,2,6,0.965166316035749,0.844049089918053,0.976739471073774,0.9,"median","qi"
"1153","N","M3",2017,"F","M",1,13,2,6,29016.4069147742,20193.1976581341,33435.5305681563,0.9,"median","qi"
"1154","NS","M3",2017,"F","M",1,13,2,6,0.902155708781648,0.574673561719463,0.984701248101695,0.9,"median","qi"
"1155","Report","M3",2017,"F","M",1,13,2,6,0.446306768168992,0.105713373062664,0.774470206558567,0.9,"median","qi"
"1156","Hest","M4",2017,"F","M",1,13,2,7,999.982083259297,768.089915394762,1255.37754307968,0.9,"median","qi"
"1157","HS","M4",2017,"F","M",1,13,2,7,0.966702940365024,0.954361774940077,0.9773312080827,0.9,"median","qi"
"1158","N","M4",2017,"F","M",1,13,2,7,27825.0584349767,21850.7053393995,43664.3970538273,0.9,"median","qi"
"1159","NS","M4",2017,"F","M",1,13,2,7,0.821088027136182,0.509642417376502,0.973458206341588,0.9,"median","qi"
"1160","Report","M4",2017,"F","M",1,13,2,7,0.661701177758186,0.532065309763936,0.788561743504106,0.9,"median","qi"
"1161","Hest","W1",2017,"F","M",1,13,2,8,1547.02928656343,738.390909493841,2171.84182864721,0.9,"median","qi"
"1162","HS","W1",2017,"F","M",1,13,2,8,0.936096525492684,0.910468101807148,0.969214103030739,0.9,"median","qi"
"1163","N","W1",2017,"F","M",1,13,2,8,23993.7178755016,20695.7288206252,26535.722570627,0.9,"median","qi"
"1164","NS","W1",2017,"F","M",1,13,2,8,0.817181613530811,0.611499811254188,0.979777742318522,0.9,"median","qi"
"1165","Report","W1",2017,"F","M",1,13,2,8,0.178154907568863,0.106410405843054,0.355947243970524,0.9,"median","qi"
"1166","Hest","W2",2017,"F","M",1,13,2,9,793.732478794919,581.916193279135,1114.43133026023,0.9,"median","qi"
"1167","HS","W2",2017,"F","M",1,13,2,9,0.971264132030797,0.957227172043043,0.979403535784992,0.9,"median","qi"
"1168","N","W2",2017,"F","M",1,13,2,9,27211.4378724718,17406.3939576489,43087.7609434122,0.9,"median","qi"
"1169","NS","W2",2017,"F","M",1,13,2,9,0.900624465062385,0.799347931095203,0.973131075992875,0.9,"median","qi"
"1170","Report","W2",2017,"F","M",1,13,2,9,0.340850898031644,0.217700061285066,0.501613430276379,0.9,"median","qi"
"1171","Hest","E1",2018,"F","F",1,14,1,1,673.573375268494,552.829361902912,789.047973803818,0.9,"median","qi"
"1172","HS","E1",2018,"F","F",1,14,1,1,0.955889513993018,0.94272373410943,0.963558059754587,0.9,"median","qi"
"1173","N","E1",2018,"F","F",1,14,1,1,14531.917450839,12104.8525735831,18745.4612516356,0.9,"median","qi"
"1174","NS","E1",2018,"F","F",1,14,1,1,0.959883695378713,0.884033780069866,0.984557454083128,0.9,"median","qi"
"1175","Report","E1",2018,"F","F",1,14,1,1,0.935747680047026,0.86167009513168,0.973995981108927,0.9,"median","qi"
"1176","Hest","E2",2018,"F","F",1,14,1,2,483.543368333303,360.310029577967,1020.75183107911,0.9,"median","qi"
"1177","HS","E2",2018,"F","F",1,14,1,2,0.966845318117533,0.949621120866575,0.980664091881679,0.9,"median","qi"
"1178","N","E2",2018,"F","F",1,14,1,2,18246.0392960141,13564.9091548485,22521.9881719891,0.9,"median","qi"
"1179","NS","E2",2018,"F","F",1,14,1,2,0.947592385239824,0.777674547528028,0.97701865658868,0.9,"median","qi"
"1180","Report","E2",2018,"F","F",1,14,1,2,0.779899038968238,0.412592692557074,0.989378625940389,0.9,"median","qi"
"1181","Hest","E3",2018,"F","F",1,14,1,3,1043.51192793159,654.423746038015,1794.12973410898,0.9,"median","qi"
"1182","HS","E3",2018,"F","F",1,14,1,3,0.925630703203387,0.898809497152717,0.975993738349758,0.9,"median","qi"
"1183","N","E3",2018,"F","F",1,14,1,3,18205.0949942554,12625.4550034223,28592.7490994673,0.9,"median","qi"
"1184","NS","E3",2018,"F","F",1,14,1,3,0.878014458165017,0.803597248845457,0.968763902638052,0.9,"median","qi"
"1185","Report","E3",2018,"F","F",1,14,1,3,0.658512043440507,0.336156058345102,0.982624480999587,0.9,"median","qi"
"1186","Hest","M1",2018,"F","F",1,14,1,4,1628.63550634425,1168.02394085131,1950.32376545707,0.9,"median","qi"
"1187","HS","M1",2018,"F","F",1,14,1,4,0.951978902558948,0.894419078091043,0.978302774851776,0.9,"median","qi"
"1188","N","M1",2018,"F","F",1,14,1,4,26384.6671732401,15737.9503795815,79105.7101220611,0.9,"median","qi"
"1189","NS","M1",2018,"F","F",1,14,1,4,0.782085741069035,0.65443575838677,0.917347077496181,0.9,"median","qi"
"1190","Report","M1",2018,"F","F",1,14,1,4,0.946148356271943,0.809464772016566,0.981269236114286,0.9,"median","qi"
"1191","Hest","M2",2018,"F","F",1,14,1,5,1028.51617436105,806.841178343004,1460.91837976422,0.9,"median","qi"
"1192","HS","M2",2018,"F","F",1,14,1,5,0.968479862968753,0.931909925598102,0.985057315226203,0.9,"median","qi"
"1193","N","M2",2018,"F","F",1,14,1,5,32455.5038503265,20242.3870410471,56141.4651150478,0.9,"median","qi"
"1194","NS","M2",2018,"F","F",1,14,1,5,0.840616559541606,0.665702350003179,0.929779311106801,0.9,"median","qi"
"1195","Report","M2",2018,"F","F",1,14,1,5,0.848394222851828,0.685675312776621,0.991307155877179,0.9,"median","qi"
"1196","Hest","M3",2018,"F","F",1,14,1,6,1076.19661296492,852.075951032904,3274.94919696113,0.9,"median","qi"
"1197","HS","M3",2018,"F","F",1,14,1,6,0.931907616908076,0.854368059812458,0.966874973581348,0.9,"median","qi"
"1198","N","M3",2018,"F","F",1,14,1,6,21836.987025426,13850.0273716803,27918.3539391903,0.9,"median","qi"
"1199","NS","M3",2018,"F","F",1,14,1,6,0.951141826378712,0.857672929798878,0.982680105537369,0.9,"median","qi"
"1200","Report","M3",2018,"F","F",1,14,1,6,0.881815130277382,0.730192321848913,0.969370906083683,0.9,"median","qi"
"1201","Hest","M4",2018,"F","F",1,14,1,7,973.228148910767,798.015724345691,1316.62267588666,0.9,"median","qi"
"1202","HS","M4",2018,"F","F",1,14,1,7,0.95101080375326,0.915767740111989,0.978502375488114,0.9,"median","qi"
"1203","N","M4",2018,"F","F",1,14,1,7,19865.1984030203,14566.3494979664,38827.7189819634,0.9,"median","qi"
"1204","NS","M4",2018,"F","F",1,14,1,7,0.910131076390082,0.820335760129036,0.969891539386775,0.9,"median","qi"
"1205","Report","M4",2018,"F","F",1,14,1,7,0.849653786751191,0.71728068618075,0.978109330127858,0.9,"median","qi"
"1206","Hest","W1",2018,"F","F",1,14,1,8,1602.28281958049,712.8192712021,2154.9851415355,0.9,"median","qi"
"1207","HS","W1",2018,"F","F",1,14,1,8,0.902694594113067,0.84420846641114,0.970944104029873,0.9,"median","qi"
"1208","N","W1",2018,"F","F",1,14,1,8,18551.3305998566,11252.7446397138,26536.1079278456,0.9,"median","qi"
"1209","NS","W1",2018,"F","F",1,14,1,8,0.925036121193269,0.857603737179193,0.974953595396667,0.9,"median","qi"
"1210","Report","W1",2018,"F","F",1,14,1,8,0.598519681549667,0.414778457517267,0.998254960829782,0.9,"median","qi"
"1211","Hest","W2",2018,"F","F",1,14,1,9,820.610650652646,562.428047795747,1246.04796034957,0.9,"median","qi"
"1212","HS","W2",2018,"F","F",1,14,1,9,0.962986101385877,0.936154293685115,0.971890599734975,0.9,"median","qi"
"1213","N","W2",2018,"F","F",1,14,1,9,18220.0992741022,12989.6777901007,34623.6369093126,0.9,"median","qi"
"1214","NS","W2",2018,"F","F",1,14,1,9,0.950154552114433,0.896108696408072,0.97864129141203,0.9,"median","qi"
"1215","Report","W2",2018,"F","F",1,14,1,9,0.869504567140413,0.64535239169929,0.990952568753496,0.9,"median","qi"
"1216","Hest","E1",2018,"F","M",1,14,2,1,503.323361944171,405.682707624856,628.04884878029,0.9,"median","qi"
"1217","HS","E1",2018,"F","M",1,14,2,1,0.967146481491174,0.953336888275264,0.974101493306092,0.9,"median","qi"
"1218","N","E1",2018,"F","M",1,14,2,1,14513.7431280146,12082.5236384606,18761.2040673213,0.9,"median","qi"
"1219","NS","E1",2018,"F","M",1,14,2,1,0.952950580609997,0.666228293902254,0.983599823687527,0.9,"median","qi"
"1220","Report","E1",2018,"F","M",1,14,2,1,0.809975128328507,0.658287040637327,0.956756499075702,0.9,"median","qi"
"1221","Hest","E2",2018,"F","M",1,14,2,2,359.00650559823,250.657643043311,843.312142547474,0.9,"median","qi"
"1222","HS","E2",2018,"F","M",1,14,2,2,0.975161575627105,0.958764352972845,0.986552029891698,0.9,"median","qi"
"1223","N","E2",2018,"F","M",1,14,2,2,18260.1946391599,13683.3022835714,22516.4584912697,0.9,"median","qi"
"1224","NS","E2",2018,"F","M",1,14,2,2,0.877866464681216,0.810216353291161,0.957972075470536,0.9,"median","qi"
"1225","Report","E2",2018,"F","M",1,14,2,2,0.7037683208411,0.3072313246716,0.908437933774268,0.9,"median","qi"
"1226","Hest","E3",2018,"F","M",1,14,2,3,776.263447708013,461.94808460048,1486.02740088635,0.9,"median","qi"
"1227","HS","E3",2018,"F","M",1,14,2,3,0.942871397275366,0.917995033855405,0.98306987733697,0.9,"median","qi"
"1228","N","E3",2018,"F","M",1,14,2,3,18173.5770275148,12601.7857823623,28563.6883610048,0.9,"median","qi"
"1229","NS","E3",2018,"F","M",1,14,2,3,0.890704139367189,0.527330407236289,0.954286782862847,0.9,"median","qi"
"1230","Report","E3",2018,"F","M",1,14,2,3,0.717683701392129,0.359369214643779,0.973010519129445,0.9,"median","qi"
"1231","Hest","M1",2018,"F","M",1,14,2,4,1209.41712735812,830.922573516245,1582.97348128736,0.9,"median","qi"
"1232","HS","M1",2018,"F","M",1,14,2,4,0.96451047077475,0.911798194541135,0.984983409906399,0.9,"median","qi"
"1233","N","M1",2018,"F","M",1,14,2,4,26277.538172704,15695.5171442907,79063.3332887941,0.9,"median","qi"
"1234","NS","M1",2018,"F","M",1,14,2,4,0.754427962894378,0.340371988221942,0.903719281153703,0.9,"median","qi"
"1235","Report","M1",2018,"F","M",1,14,2,4,0.489504820839052,0.315863031049387,0.730911808268408,0.9,"median","qi"
"1236","Hest","M2",2018,"F","M",1,14,2,5,760.844036941063,555.770860003736,1231.6331094212,0.9,"median","qi"
"1237","HS","M2",2018,"F","M",1,14,2,5,0.976729293705291,0.943491767272823,0.989703977180329,0.9,"median","qi"
"1238","N","M2",2018,"F","M",1,14,2,5,32515.5385114596,20319.0714065643,56152.3710888015,0.9,"median","qi"
"1239","NS","M2",2018,"F","M",1,14,2,5,0.758778489958108,0.546475681003605,0.887229425357575,0.9,"median","qi"
"1240","Report","M2",2018,"F","M",1,14,2,5,0.703624355466488,0.476651438464076,0.92634731362783,0.9,"median","qi"
"1241","Hest","M3",2018,"F","M",1,14,2,6,867.425841901063,620.44244969204,2390.7967799569,0.9,"median","qi"
"1242","HS","M3",2018,"F","M",1,14,2,6,0.944081724561136,0.892289855009195,0.975830248549596,0.9,"median","qi"
"1243","N","M3",2018,"F","M",1,14,2,6,21805.5531516118,13825.5004442006,27907.1238474164,0.9,"median","qi"
"1244","NS","M3",2018,"F","M",1,14,2,6,0.91480211109939,0.627200484779089,0.98836601078933,0.9,"median","qi"
"1245","Report","M3",2018,"F","M",1,14,2,6,0.441113265174367,0.208580577178726,0.810063130329627,0.9,"median","qi"
"1246","Hest","M4",2018,"F","M",1,14,2,7,718.690737951917,557.974557443659,1114.97659509487,0.9,"median","qi"
"1247","HS","M4",2018,"F","M",1,14,2,7,0.963649861129455,0.929128979061692,0.985047421097917,0.9,"median","qi"
"1248","N","M4",2018,"F","M",1,14,2,7,19902.7668668403,14566.5800282344,38922.7533336757,0.9,"median","qi"
